NUMERO AGENCIA,RAZON SOCIAL,ESTADO1,TELEFONO,EJECUTIVO,CIUDAD,MUNICIPIO,PROVINCIA,LONGITUD,LATITUD,CALLE,SECTOR,Com.Aplicada,Com.Faltante,Descuento_ISR
168987,BODEGA MATHEL URB. TROPICAL,A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
168988,"CAFETERIA UTESA ",A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
168990,COLMADO CEBALLO (INDEPENDENCIA),A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
168991,COLMADO SAN MARTIN 11,A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
168992,BODEGA MEMO,A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169003,BODEGA MELO (INDEPENDENCIA),A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169004,SUPER COLMADO SORIANO (FERIA),A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169005,COLMADO YENNY (GAZCUE),A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169007,BODEGA CAF. LA BEBA CAONABO,A,0000000000,RD.Elico,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169008,DELI BODEGA TIRADENTES,A,0000000000,RD.Elico.NCarrasco,SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169009,BODEGA KATIA (COSTA CARIBE),A,0000000000,RD.Elico.NCarrasco," (SANTO DOMINGO)",N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169010,MINI MARKET DIAZ (GAZCUE),A,0000000000,RD.Elico.NCarrasco," (SANTO DOMINGO)",N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169011,COLMADO EL CONDE (INDEPENDENCIA),A,0000000000,RD.Elico.NCarrasco,ENSANCHE QUISQUEYA (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169012,BODEGA MELVITO (EL MILLON),A,0000000000,RD.Elico.NCarrasco,EL MILLON (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169079,DIGITECH MOVIL SHOP,A,0000000000,RD.SJavier,LA YUCA (COTUI),N/A,Sánchez Ramírez,,,N/A,N/A,8.11,5.89,10
169091,COLMADO CALDERON,A,0000000000,RD.Magnoflow,BAVARO,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
169093,CARLOS RECARGAS,A,0000000000,RD.ClienteCalle,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169209,COLMADO BLANCO,A,0000000000,RD.RFiguereo,"SANTO DOMIGO ESTE ",N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169234,COLM MAXIMO 1,A,0000000000,RD.FSuazo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169284,SALON RAYSA,A,0000000000,RD.SM.SantoDomingo,"SANTO DOMINGO ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169335,JOSE 7,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
169337,JOSE 8,A,0000000000,RD.JColmenares,PUNTA CANA (BAVARO),N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
169343,PAPELERIA REMACH,A,0000000000,RD.Magnoflow,BAVARO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169409,MARIBEL SMART,A,0000000000,RD.JBoves,AZUA,N/A,Azua,,,N/A,N/A,8.11,5.89,10
169411,"S/C LA OTRA ESQUINA ",A,0000000000,RD.JBoves,"AZUA ",N/A,Azua,,,N/A,N/A,8.11,5.89,10
169467,COL ELVIS PLATANITO,A,0000000000,RD.MCastillo,"VILLA AMELIA, HIGÜEY",N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
169547,SUNAMI 1,A,0000000000,RD.FSuazo,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169548,BODEGA GENARO PARAISO,A,0000000000,RD.FSuazo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169550,BODEGA A&B,A,0000000000,RD.FSuazo,LOS 3 OJOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169552,LA BENDICION DE DIOS,A,0000000000,RD.FSuazo,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169553,BANCA MJ,A,0000000000,RD.FSuazo,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169554,COLMADO LA MELUSA,A,0000000000,RD.FSuazo,LOS TAINOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169555,FERNANDO,A,0000000000,RD.FSuazo,ISABELITA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169556,MINIMARKET SOTO,A,0000000000,RD.FSuazo,REPALDO LOS 3 OJOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169557,SUPER BODEGA DYLAN,A,0000000000,RD.FSuazo,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169558,ALMACEN LAS UVAS,A,0000000000,RD.FSuazo,PRADO ORIENTA (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169559,COLMADO OLGA 2,A,0000000000,RD.FSuazo,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169560,ESTACION TEXACO,A,0000000000,RD.FSuazo,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169561,NORA,A,0000000000,RD.FSuazo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169564,COLMADO 3JR,A,0000000000,RD.FSuazo,SANTO DOMINGO ESTE,N/A,Azua,,,N/A,N/A,8.11,5.89,10
169565,COLMADO LA MAMA,A,0000000000,RD.EMachado,SAN ISIDRO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169566,COL. MEJIA,A,0000000000,RD.HQuezada,ALMA ROSA 1,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169567,COL FELICIA,A,0000000000,RD.AMorillo,BRISAS DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169568,COL YEISON,A,0000000000,RD.NMedina,EL VALIENTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169569,COL. CARACOL,A,0000000000,RD.NMedina,EL VALIENTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169570,COLMADO NIÑO,A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
169572,"COL, ERIS",A,0000000000,RD.SJavier,LA YUCA (COTUI),N/A,Sánchez Ramírez,,,N/A,N/A,8.11,5.89,10
169575,ROSA VALDEZ,A,0000000000,RD.LColmenarez,"SANTO DOMINGO NORTE ",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169584,"COLMADO JULIO LOS ALCARRIZO ",A,0000000000,RD.RFiguereo,"SANTO DOMIGO NORTE ",N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169608,BANCA MOSQUEA,A,0000000000,RD.ClienteCalle,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169619,SETE RESUELVE COMUNICANCION,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
169622,COLM. MAGALI  Y UN POCO MAS,A,0000000000,RD.JUbiera,URBANIZACION QUISQUEYA DEL ESTE,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
169635,SUPER BODEGA JUANA,A,0000000000,RD.FSuazo,SDE,N/A,Azua,,,N/A,N/A,8.11,5.89,10
169638,COLMADO ESMERALDA,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169639,D LEIDY VARIEDADES,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169640,CAF CESAR,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169651,BODEGA POPULAR,A,0000000000,RD.FSuazo,SDE,N/A,Azua,,,N/A,N/A,8.11,5.89,10
169659,SUPER BODEGA LA NEGRA,A,0000000000,RD.ASAbreu,ZONA ORIENTAL,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169670,COLMADO R & M,A,0000000000,RD.ClienteCalle,MAIMON,N/A,Monseñor Nouel,,,N/A,N/A,8.11,5.89,10
169671,COLMADO ARIEL,A,0000000000,RD.RMejia,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169685,COL. KATERYN,A,0000000000,RD.NMedina,EL VALIENTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169697,"RECARGAS ",A,0000000000,RD.ALaureano,SAN CARLOS,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
169702,MARGARITA,A,0000000000,RD.EMachado,REPARTO LOS TRES OJOS,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169713,BANCA PALACIO,A,0000000000,RD.Magnoflow,BAVARO,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
169718,"COL. NUEVA ESPERANZA ",A,0000000000,RD.NMedina,EL VALIENTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169734,COLMADO SERGIO,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169736,COLMADO YEIMI,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169737,CAF AWILDA,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169759,LARA,A,0000000000,RD.FSuazo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169841,ANAIS MATOS,A,0000000000,RD.ClienteCalle,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169865,EDDY SUMMIT V1 CLICK,A,0000000000,RD.EMontero,VILLA CENTRAL (BARAHONA),N/A,Barahona,,,N/A,N/A,8.11,5.89,10
169904,DANIELA VENTURA RECARGAS,A,0000000000,RD.EJoseMontero,PALO ALTO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
169905,LEYSI ESMERALDA RECARGAS,A,0000000000,RD.EJoseMontero,PALO ALTO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
169906,"KATERINE MOSESIL RECARGA ",A,0000000000,RD.EJoseMontero,PALO ALTO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
169939,COLAMDO JUAN,A,0000000000,RD.ECollado.JNunez,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169968,"CESAR MAZARA ",A,0000000000,RD.CMazara,BARRIO MEXICO,N/A,San Pedro de Macorís,,,N/A,N/A,8.11,5.89,10
169969,"CESAR MAZARA ",A,0000000000,RD.CMazara,BARRIO MEXICO,N/A,San Pedro de Macorís,,,N/A,N/A,8.11,5.89,10
169970,COLMADO LA DIVA,A,0000000000,RD.ClienteCalle,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
169973,COL IDALMI,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169974,COL TEJEDA OCOA,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169975,CASA COMERCIAL CRISTO TE AMA,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169976,COL. PRIMERA BASE,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169977,COL JUAN CAPOTILLO M,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169978,COL LEYDY AG,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169979,COL ISIDRO 4,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169980,COL BRUNO,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169981,COL RUTA 81,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169982,COL KISMARY,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169983,COL LA ESPERANZA JUAN,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169984,COL NASLA,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169985,COL YORKY,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169986,COL PERALTA ISABELITA,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169987,BODEGA HAPPY MELLA,A,0000000000,RD.MGarciaJavier,PEND,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
169996,COLMADO MINI,A,0000000000,RD.CPujols,MADRE VIEJA,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
169997,COLMADO APOLINAR,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
169998,COLMADO PELLAO,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
169999,COMERCIAL EL OFERTON,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
170000,MINI MARKET GONSALE,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
170001,COLMADO DARIO,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRISTOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
170002,METRO BODEGA,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
170010,COL SAN CARLOS,A,0000000000,RD.RMejia,LOS FRAILES II (SANTO DOMINGO ESTE),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170011,COL FAMILION,A,0000000000,RD.RMejia,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170012,COL MIRADOR,A,0000000000,RD.RMejia,SANTO DOMINGO GUALEY,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170013,COL ARLETE,A,0000000000,RD.RMejia,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170014,COL MARIO,A,0000000000,RD.RMejia,SANTO DOMINGO ESTE,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170023,COLMADO ZUNAMI,A,0000000000,RD.RFiguereo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170024,COLMADO DOÑA NIÑA II,A,0000000000,RD.RFiguereo,"SANTO DOMINGO ESTE ",N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170025,COLMADO LAUREANO,A,0000000000,RD.RFiguereo,DISTRITO NACIONAL,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170028,COLM. ALVARO,A,0000000000,RD.Almonte.DPolanco,"SAN JOSE, LICEY (ESPAILLAT)",N/A,Espaillat,,,N/A,N/A,8.11,5.89,10
170029,MINIMARKET FRANCE,A,0000000000,RD.Almonte-002,SANTIAGO,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
170030,COLMADO RODRIGUEZ(CHUERQUITO),A,0000000000,RD.Almonte,BARRIO OBRERO (SANTIAGO),N/A,Santiago,,,N/A,N/A,8.11,5.89,10
170031,MINIMARKET MEDINA(JARDINES),A,0000000000,RD.Almonte,LOS CIRUELITOS,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
170032,CAFETERIA RAFA,A,0000000000,RD.Almonte.CarlosRodriguez,INGENIO ARRIBA,N/A,Santiago,,,N/A,N/A,8.11,5.89,10
170033,MINIMARKET MINAYA,A,0000000000,RD.Almonte,EL PARAISO (SANTIAGO),N/A,Santiago,,,N/A,N/A,8.11,5.89,10
170035,"COL, CONSTANZA",A,0000000000,RD.SJavier,COTUI,N/A,Sánchez Ramírez,,,N/A,N/A,8.11,5.89,10
170036,COLMADO NELSON JARISMEL,A,0000000000,RD.DRosarioR,ENSANCHE ISABELITA (SNTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170037,COLMADO LISSELOT,A,0000000000,RD.DRosarioR,ENSANCHE ISABELITA (SNTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170038,COLMADO MANUEL,A,0000000000,RD.DRosarioR,ENSANCHE ISABELITA (SNTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170039,LUISA TORRES,A,0000000000,RD.DRosarioR,ENSANCHE ISABELITA (SNTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170040,COLMADO MERA WOOD,A,0000000000,RD.Elico.KHolguin,(SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170041,RUIZ VILLAR 3 - CAFÉ,A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170042,COLMADO MARY (GAZCUE),A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170043,BODEGA SANDRA (GAZCUE),A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170044,COL JOAQUIN,A,0000000000,RD.ECollado.JNunez,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
170053,COLMADO ADRYS,A,0000000000,RD.CPujols,SAN CRISTOBAL,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
170076,COMERCIAL JANEL,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170077,GECONSA,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170093,Plug&Play 0302,A,0000000000,RD.RASoriano,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
170100,Plug&Play 0302,A,0000000000,RD.RASoriano,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
170105,Plug&Play 0302,A,0000000000,RD.RASoriano,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
170129,COLMADOAMOR #1,A,0000000000,RD.WCaraballo,QUISQUEYA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170132,COLMADO LANDIA LOS 3 ANGELITO,A,0000000000,RD.AMorillo,BRISAS DEL ESTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170133,"COLMADO LA REBAJA , SAN LUIS",A,0000000000,RD.AMorillo.JMorillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170134,COLMADO CHARLOT #2,A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170135,BODEGON CHARLOT (DUEÑO),A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170136,COLMADO R Y G,A,0000000000,RD.WCaraballo,LA AVIACION,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170137,PLAZA GABINO,A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170138,MINI JARLIN #1,A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170139,REPARACION,A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170140,BANCA CASTILLO (SAVICA),A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170141,COL RAFELITO 1,A,0000000000,RD.NMedina,EL VALIENTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170142,COMER ALCANTARA,A,0000000000,RD.NMedina,EL VALIENTE (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170143,COLMADO EL CENTRO,A,0000000000,RD.NMedina,BOCA CHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170144,COL LA ESPERANZA,A,0000000000,RD.NMedina,PEND,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170145,COL MAESTRO 4,A,0000000000,RD.NMedina,EL VALIENTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170146,COL D LO MIO,A,0000000000,RD.NMedina,EL VALIENTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170147,COLMADO PELEGRIN,A,0000000000,RD.JUbiera,LOS MULOS,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170150,CAFETERIA ELY,A,0000000000,RD.JUbiera,QUISQUEYA DEL ESTE,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170152,COLMADO MAIKER,A,0000000000,RD.JUbiera,HIGUEY,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
170153,COLMADO EL FOGON,A,0000000000,RD.JUbiera,BAYAHIBE,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170154,COLMADO Y COMPRAVENTA MARLIN,A,0000000000,RD.JUbiera,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170155,COLMADO ENMANUEL,A,0000000000,RD.JUbiera,QUISQUEYA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170156,COLMADO CRISTO VIENE,A,0000000000,RD.EMontero,CABRAL,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
170157,COMERCIAL BUFALO,A,0000000000,RD.EMontero,BARAHONA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
170158,FANTASIA IVELI,A,0000000000,RD.EMontero,POLO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
170159,R-SPORT,A,0000000000,RD.EMontero,BARAHONA,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
170160,SUPER COL MAX,A,0000000000,RD.EMontero,POLO,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
170163,BARRA EL PRINCIPE II,A,0000000000,RD.JHenriquez,BRISAS DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170166,COL MORINGA,A,0000000000,RD.Jalvarez,CRISTO REY,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170168,SUPER COLM. EL NUEVO AMBIENTE,A,0000000000,RD.YMedrano,VILLA PROGRESO,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170185,EMPANADAS MORENA,A,0000000000,RD.WCastillo,BRISAS DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170186,COL UNION,A,0000000000,RD.WCastillo,BRISAS DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170187,COLMADO KIARA,A,0000000000,RD.WCastillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170188,MINI MARKET ROD,A,0000000000,RD.WCastillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170189,COL ECONOMIA,A,0000000000,RD.WCastillo,BRISAS DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170190,COL. DEIVI,A,0000000000,RD.WCastillo,EL ALMIRANTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170191,"JEHOVÁ CAFETERIA ",A,0000000000,RD.ClienteCalle,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170192,COL ENMANUEL 2,A,0000000000,RD.WCastillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170193,COL DEIVI,A,0000000000,RD.WCastillo,BRISA DEL ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170194,COLMADO NUÑEZ,A,0000000000,RD.HQuezada,ALMA ROSA 1,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170195,COL. REYES-1,A,0000000000,RD.HQuezada,ENSANCHE ESPAILLAT,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170196,COLMADO ARIAS,A,0000000000,RD.HQuezada,ENSANCHE OZAMA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170197,MARIBEL FASHION,A,0000000000,RD.SVicioso.SBaez,BENERITO,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170198,COLMADO RIO DIVINO 4,A,0000000000,RD.SVicioso.SBaez,BENERITO,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
170201,COL S Y A,A,0000000000,RD.AMatos,EL BRISAL,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170203,COL BEILE 2,A,0000000000,RD.EJimenez,ENS. ISABELITA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170205,COL DOBLE A,A,0000000000,RD.EJimenez,ENSANCHE ISABELITA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170206,COLMADO PROVISIONES DON LEO II,A,0000000000,RD.DPaulino,MENDOZA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
170207,COLMADO JM,A,0000000000,RD.DPaulino,INVIVIENDA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
